submission_id,feedback,program_name,assignment_name,created_at
9682,Sorry this review was late - I just logged in and saw this was still in my queue. I thought I had submitted it right after.,Chicago,"[remote or in person] Committee on Economic, Capital and Technology Development",2023-10-06 23:16:44.022213+00
9677,https://twitter.com/KateLinderman4/status/1710320424305778715,Chicago,[remote or in person] City Council,2023-10-06 17:54:11.094096+00
9676,"This meeting recording did not start at the beginning of the meeting,  so being able to reference the agenda to know the start time was particularly helpful. I also follow the agenda when drafting notes to be able to stop and start long meetings at meaningful breaks.",Dallas,Park and Recreation Board,2023-10-06 16:50:26.676558+00
9673,"There was definitely the flagging of an Open Meetings issue. There were in fact a few issues being thrown around as far as closed session versus open session regarding the video review of Police Officer Jawan Brown's conduct. When they began going into closed session: I overheard Barnard say that what they just did (denying Brown's right to a fair open process) is illegal. They made a decision without seeing the video. 
Then they reviewed it and went into closed session. I missed the outcome, if they said it, of the video review. I will look at the transcript and write the teaser and blurb based on that.",Detroit,Board of Police Commissioners,2023-10-06 13:47:56.395376+00
9672,Get translator services if you don't speak fluent Spanish.,Fresno,Madera City Council,2023-10-06 11:37:03.261131+00
9670,I thought this meeting went by very quickly but I had a hard time hearing who was talking and a hard time identifying who everyone was,Cleveland,Cleveland Board of Control,2023-10-05 22:35:29.027611+00
9669,"I was not able to find the meeting agenda on the website for this meeting on  Oct 4, 2023.",Philadelphia,Real Estate Master Hearings,2023-10-05 22:10:03.251348+00
9665,"Detroit Water & Sewerage Department Finance Committee shared year end financials indicating an increase of $5 million in water operating cash from the previous month due to settlement of certain inter fund balance. DWSD spent $1.3 million of sewer construction funds over the last twelve months. There is now a surplus in operating funds. 74% of DWSD investments are in government that ensures a better return for cash portfolio and why they continue to move operating cash to government. Total receivables for active accounts amounted to $282.2 million, reflecting a decrease of $2.4 million over the previous month. Residential collection rates have shown steady improvement over several months due to recent governmental assistance payments and customer response to the re-start of service interruptions. Drainage only collections dropped by 9% in June. Drainage charge revenue feel short of budget estimates by $5 million (2.8%). 


10/4/2023 Board of Water Commissioners Committee Meetings: [Launched] (https://www.freep.com/story/news/local/michigan/detroit/2022/06/28/detroit-launches-new-water-affordability-plan-based-income-usage/7746572001/) in August 2022, the [DWSD Lifeline Plan] (https://detroitmi.gov/departments/water-and-sewerage-department/dwsd-customer-service/dwsd-here-help-water-assistance-programs/lifeline-plan), in partnership with [Wayne Metro Community Action Agency] (https://www.waynemetro.org/dwsdlifeline/), has exceeded its goal of 20,000 enrollments! Detroit’s first water affordability plan has allocated $32,441,717 to cover gap and arrear payments.",Detroit,"Board of Water Commissioners, Committee Meetings",2023-10-05 14:37:29.750869+00
9664,"Room 317 is where the meeting typically takes place. The room has no table for Documenters to write on their laptops. However, there are tables in room 319 (which is set up like a classroom). Room 319 is open for overflow attendance and has a TV inside so attendees would be able to follow the meeting next room.",Minneapolis,Planning Commission,2023-10-05 12:47:00.0637+00
9663,Public Comment period was completely skipped from the agenda. There was no acknowledgment or confirmation of potential speakers or written testimony.,Chicago,[remote or in person] Joint Committee: Public Safety; Police and Fire,2023-10-05 06:53:27.391875+00
9660,"As noted under the ""Audio"" checklist, the Zoom meeting never started.",Philadelphia,CPOC Commissioners' Public Meeting,2023-10-05 00:01:09.577748+00
9659,"The Zoom room for the meeting never opened! I waited for the entire duration of the call, 6-7pm, with the notice ""Waiting for Host to Start Meeting."" Frankly, I feel frustrated with the CPOC for not having the Zoom room available when they advertised it on their website. For a city as large as Philadelphia, and with such a need for police oversight, this lack of public accessibility is a letdown. At the very least, I'm glad I could be a part of documenting the fact that their ""public"" meetings are not, in fact, open to the public! At least, via zoom.",Philadelphia,CPOC Commissioners' Public Meeting,2023-10-04 23:50:39.917241+00
9657,The meeting ended at approximately 3:30 p.m. It was extremely long and tedious.,Cleveland,Civilian Police Review Board [Afternoon Session],2023-10-04 22:54:44.289833+00
9656,"Couple of quick things I’ve been thinking about with live tweeting, especially with X being so weird now:

+ many reporters who live stream/tweet public meeting  tend to do much more summaries than they used to, with emphasis on the big news stories. Not sure how useful that is for documenters, but it’s just a trend I’ve noticed.

+ I feel like the procedural/parliamentary stuff gets so complicated so quickly, and I usually end up, looking at some of the other live tweeting reporters for procedural support. Again, I feel like this was a major part of this meeting, and I couldn’t add a ton of context because I wasn’t sure what was going on. At the end of the day I don’t think a ton happened beyond the bring Chicago home/treatment not trauma stuff, you know? Any thoughts always appreciated.",Chicago,[remote or in person] City Council,2023-10-04 21:26:02.697158+00
9652,"I got my dates mixed up! I'm glad I was able to view this after the fact and still tweet along. Maybe not live tweeting, but tweeting live and previously recorded. Thanks for your grace.",Cleveland,Transportation and Mobility Committee,2023-10-04 19:47:39.355008+00
9650,This was an exciting and moving meeting!,Chicago,[remote or in person] Joint Committee: Environmental Protection and Energy; Health and Human Relations,2023-10-04 17:47:25.967089+00
9646,"the presentation by CPEP was not available online until just before the mtg. no time for me to print for notetaking. clerk apologized blaming the CPEP,
realize there are speaks who have their back to the audience are hard to hear. but used the captions on live broadcast to tease out what they were saying.",Minneapolis,Budget Committee,2023-10-04 10:41:01.427258+00
9641,The meeting went quite quickly. The committee was prepared for the order of presenters/attendees and moved things along very well.,Indianapolis,Administration and Finance Committee Meeting,2023-10-03 22:58:11.296469+00
9640,"Between Khursheed Ash-Shafii and Jamal K. Thomas, it's a bit hard to decipher what to exactly put down because of their constant feud. I believe if this is someone's first assignment, giving a forewarning that this will be drastically different could help in decision-making (I enjoyed the chaos).",Detroit,Highland Park City Council,2023-10-03 19:34:25.847355+00
9639,"I had trouble with the audio at the start of the meeting: spikes in the sound that made it difficult to hear exactly what was being said. After some trouble-shooting, I managed to fix the issue on my end (a little over 10 minutes into the meeting). You'll see the notes become a bit fuller and more detailed as a result.",Chicago,"[remote or in person] Committee on Economic, Capital and Technology Development",2023-10-03 19:02:29.955948+00
9636,"I wanted to go in person but I was worried about wifi connectivity. Does it work there? At Coleman Young? Just curious. 
The walk ons were a bit confusing because there were no reference materials provided for them. Shrug. I did my best.",Detroit,Detroit City Council Formal Session,2023-10-03 18:09:51.550994+00
9634,"The presentation included small text, making it difficult to read and take pictures of",Chicago,[remote or in person] Joint Committee: Environmental Protection and Energy; Health and Human Relations,2023-10-03 17:17:05.958381+00
9629,There was a minor interruption with the youtube channel but it was quickly resolved,Cleveland,City Council,2023-10-03 02:54:56.702818+00
9622,"It may help to mention in the instructions for attending remotely that the livestream link is provided only right as the meeting begins, so you may need to refresh the page. The BGA article on what to expect from Council meetings discusses this, but repeating it in your instructions could benefit folks looking for the link. <3",Chicago,[remote or in person] Committee on Finance,2023-10-02 17:54:43.323272+00
9620,"Nothing in particular, just noting that the community input at this meeting was especially strong.",Chicago,[in person] 19th Police District Council - Uptown/North Center/Lake View,2023-10-01 22:44:22.797216+00
9614,I would suggest future documenters get a copy of (photograph)  of the sign-in sheet after the meeting. The name could be quite hard to catch,Dallas,Townhall Meeting: 2024 Capital Bond Program (D6),2023-09-30 12:00:39.1815+00
9579,I do not recommend taking notes via audio recording. Identifying speakers is impossible. And viewers cannot rewatch on YouTube. The Zoom livestream is the best bet.,Fresno,Reedley City Council Meeting,2023-09-29 23:15:59.025049+00
9576,"Perhaps training/orientation could include reminder to be in touch if possible if there is an on-site contact, with that contact, when the authorities delay the start of the meeting. Corey tuning me into the new livestream was very helpful!

The SMART Board of Directors received praise in public comment for the SMART expansions, by residents from counties of Livingston, Oakland, and Wayne.  

""To say that it's a dream come true for me, would be an understatement. It expands my world to the next town over... to get to Novi and shop, by SMART,” said a resident of Farmington Hills. They noted that the expanded service so far is reliable in their experience while “I wish I could say the same for the rest of the system. You never know when a bus is not going to show up.” They recounted an instance of a gap or absence of bus in which their use of Flex service saved them. In turn, the Chairperson expressed  gratitude to Oakland County voters who had voiced their support for expansion in approving the millage last year. These expansions are more than we’ve seen in decades, she said, while acknowledging the widespread driver shortage that several people had highlighted in public comment, persists as a problem.",Detroit,"SMART, Board of Directors",2023-09-29 20:15:44.53684+00
9571,"It’s apparent the commissioners have issues to work out, preferably over a lunch rather than during meetings.
The public mentioned this a few times.
A lot of need for parliamentary assistance due to numerous motion request.",Detroit,Board of Police Commissioners,2023-09-29 14:58:05.365297+00
9566,"The streaming component was not handled the best. When they turned off the microphones they seemed to forget to turn them back on, presentations were shown but actual individuals were not, and personal names were rarely stated.",Fresno,Fresno Housing Joint Board Meeting,2023-09-29 00:31:43.512844+00
9564,"Since the September meeting has passed, I don't think it should be an issue in the future but I recommend linking here on the documenters site until the BAC/Public Works removes or updates that information:

https://lims.minneapolismn.gov/Calendar/all/upcoming",Minneapolis,Bicycle Advisory Committee,2023-09-28 23:18:40.382237+00
9561,"Blurb:

Despite operating its weekly Board of Commissioners meeting without working audio for the majority of its weeks, the Detroit Housing Commission approved Phase I of the redevelopment planned for the Villages at Parkside. Located at the intersection of East Warren Avenue and Conner Street, Villages at Parkside was the city’s first federally funded public housing project when it opened in the 1930s and today consists of more than 250 units dedicated to low-income housing.

Outlier has struggled to answers from Commission members about their role in Villages at Parkside since 2021. The public agency is also a landlord, and purchased the property Parkside resides on last year and then left the buildings to deteriorate without proper maintenance or care. According to the agenda page 16, Phase I of the redevelopment for Villages at Parkside with not include repairs on any of the existing structures, but on a vacant parcel of land on the corner of Connor St. and Frankfort St.

Today’s resolution entered DHC into a grouse lease agreement with Novi-based affordable housing developer Ginosko Development Company to begin pre-construction work immediately on the vacant area designated to be Village 1. According to the agenda page 15, DHC has chosen Ginosko to be the developer for the full Parkside redevelopment project and has plans to enter into a Master Development Agreement over the next year to arrange the specifics of what the revamped Villages at Parkside would entail.

Teaser:

9/28/2023 Detroit Housing Commission Board of Commissioners: First phase of construction approved for Villages at Parkside, a new bargaining agreement with engineers and a host of technical issues",Detroit,DHC Board of Commissioners,2023-09-28 18:39:20.400969+00
9560,poor audio quality... unprofessional meeting.,Detroit,DHC Board of Commissioners,2023-09-28 17:57:57.920225+00
9549,"The Attorney, some of the Board Members, and some of the Investigators in the Morning Session were hard to identify or were not on screen. The visuals were not good and the name plates were hard to read because the camera didn't zoom in on them. Billy Sharp, CPRB Chair, was not in control of the meeting. He continously let Board Member Sherall Hardy be out of order, disrupt the meeting, and disrespect him and his Chair position.",Cleveland,Civilian Police Review Board [Morning Session],2023-09-27 21:49:02.544171+00
9546,"I believe I have only documented two of this board meeting and both times were practically impossible to take note in depth, mainly due to lack of ability to identify, hear, and interpret.",Cleveland,Cleveland Board of Control,2023-09-27 20:18:48.850916+00
9543,"https://twitter.com/KateLinderman4/status/1707045271882899938

On issues for local media: https://twitter.com/KateLinderman4/status/1707076150843863315",Chicago,[remote or in person] City Council Special Meeting (Confirmation of Larry Snelling as CPD Superintendent),2023-09-27 18:38:32.886394+00
9541,"Unable to see full room via Youtube so cannot document accurate attendance. This is my first assignment and I think documenting via Youtube could be easier regardless because I am able to use subtitles and pause the video, in-person may move to fast to be able to document everything in the time span of 3 1/2 hours.",Cleveland,Community Development Committee Meeting,2023-09-27 16:21:57.754859+00
9531,"Speakers (as in boombox speaker) were quiet at times. It was hard to hear some comments. Livestream available during meeting, but takes a few days to post afterwards. I had to rely on a sub-par recording.",Indianapolis,Indianapolis Public Library Board Of Trustees,2023-09-26 23:56:05.929468+00
9528,"https://x.com/t_zelina/status/1706666204495233339?s=20

Twitter (not calling it x) thread",Cleveland,"Development, Planning and Sustainability Committee",2023-09-26 15:36:45.488757+00
9527,"This meeting had a lot of inside jokes and laughing which was nice to see the board members (being collegial to one another) but made it hard to ""access"" from an outsider perspective and it was hard to hear the through line of conversations over all of the laughter.",Detroit,"DLBA, Board of Director Meeting",2023-09-26 15:16:07.138987+00
9523,"All Ordinance aren't listed in the agenda, and how do you found that public information.",Cleveland,City Council,2023-09-26 01:18:09.681287+00
9520,Meeting was canceled with less than 24 hour notice.,Philadelphia,Philadelphia Board of Health Public Meeting,2023-09-25 16:15:20.104237+00
9516,"Curious about transportation (possible Septa accommodation features?) for on-location assignments in the future :) Also curious of any other accessibility features for assignments I may be missing that can be utilized. I also am not sure about the PHA’s openness to the public when I was looking around for if they had any remote options to the public (it really seemed in person only). I don’t know if that could be a violation, I made an attempt to research. It appears that the freedom of information means you must be there in person to record, but the PHA hadn’t provided anything along the lines of access to recording or streaming to the public that I could find. Also note: number of people in attendance is approximate.",Philadelphia,Board of Commissioners Meeting,2023-09-23 20:28:35.916175+00
9514,"Greet meeting, Chief Snelling answered every question.",Chicago,[remote or in person] Committee on Police and Fire,2023-09-22 21:19:38.236808+00
9513,"There is a section in my thread where I attributed Ald. Clay when it was Ald. Taylor speaking. I corrected it throughout the thread and it should (hopefully) be cleared up. Clay was joining virtually while Taylor was speaking so there was a bit of back and forth where I got mixed up since I was watching my transcript. 

Still, per usual, no visible speaker identification for virtual viewers.",Chicago,[remote or in person] Committee on Police and Fire,2023-09-22 21:02:45.97879+00
9511,When covering meetings like this pay close attentions to public comment. Some things are presented as fact that indeed are not.,Detroit,DDOT Virtual Community Input Meeting,2023-09-22 17:46:19.900008+00
9509,"The County meetings have downloadable videos, which are a convenient method to upload to Otter. Also, closed captioning is not as good as Youtube, so Otter would be very useful to generate the caption,",Minneapolis,Hennepin County Board & HRA and RRA,2023-09-22 15:08:38.028766+00
9508,"Tension between members and chairs.
Delay due to lack of quorum and meeting ended abruptly when members left",Detroit,Board of Police Commissioners,2023-09-22 14:11:11.194796+00
9506,"I want to apologize for the delay. My Facebook was getting hacked during the webinar, and somehow the hacker managed to persuade a few of my friends to send him money ($450 total) so I have been doing damage control ever since (unfortunately with no light at the end of the tunnel). One of the things I missed was the timestamp. I misread that and thought that was for audio only. If you would like me to update it with the timestamps, could you please send me the audio and I will do it this afternoon. Again my apologies.",Philadelphia,L&I eCLIPSE Permitting Basics Webinar,2023-09-22 11:11:51.708105+00
9504,"Meetings have been moved to the east campus-website is not updated to reflect this.
Previous month’s board meeting packet for this committee is not on the website",Indianapolis,IndyGo Finance Committee,2023-09-22 03:30:59.112579+00
9503,Information for this meeting is available at City website under HUD Consolidated Reports; presentation slides for last year's meeting were available and appear largely the same as this year's; presenters said the current year's presentation slides will be updated within a few days,Detroit,2022 Consolidated Annual Performance and Evaluation Report (CAPER),2023-09-22 01:07:33.5927+00
9502,"The issue that should be further covered by local media are the comments about accessibility at bus stops. Several people are complaining about street parking causing accessibility issues at stops. The city has signs indicating it is okay for drivers to park their car, but it is right in front of a bus stop. So cars (and sometimes police) will park in front of stops, then as a bus approaches it isn't able to meet the curb. This is an accessibility issue because the cars block access to the bus for wheelchair users. They need the bus to park right up to the curve so they can get on. One commenter (@ivyrze on Twitter) provided two pictures at the Cass and Warren stop that I've featured in my live-tweet thread as an example. DDOT mentioned trying to address this but I think it's worth following up on, and seeing what other stops experience this type of issue. 

Also I didn't check having background materials because there was no agenda. However, it was just a presentation and public comment.",Detroit,DDOT Virtual Community Input Meeting,2023-09-21 22:49:33.29154+00
9500,"I feel like I barely understand TIFs and now I need to learn about TIF overlay districts!

Thank you for your patience awaiting these notes. I apologize for my delay finishing them and uploading them.",Cleveland,"Development, Planning and Sustainability Committee",2023-09-21 20:24:48.586308+00
9499,Thank you for the recommendation to attend in person; my ears aren't so good to begin with and this audio is often very garbled! I will plan ahead better next time.,Cleveland,Cleveland Board of Control,2023-09-21 20:14:20.767312+00
9497,"The Documenters assignment advertises this as a 5 hour long meeting, but it only lasted about 1 hour. That was partly because one of the agenda items were deferred. Obviously, that can't be anticipated, but just something to be aware of, I suppose, that CPC meetings can be drastically shorter than 5 hours.",Chicago,[remote or in person] Chicago Plan Commission,2023-09-21 19:03:13.113288+00
9496,I picked up some crosstalk before the meeting began. Should I include it?,Detroit,Board of Water Commissioners,2023-09-21 17:50:26.748045+00
9483,"I whined about the audio in my tweets and was sure to tag the mayor in them. I hope he sees it!! Hopefully others have better ears than me because I could barely make anything out and what I was able to make out was only because it was printed on the agenda. They need to borrow some mics from city council or something because it's so hard to make any sense of these meetings.

I wish I woulda known more about the protested bid for sewer stuff. It seemed interesting and that guy seemed to make a serious allegation that the contractor they're going w/ isn't qualified (alphabet soup ensued - no idea what was really being alleged here).",Cleveland,Cleveland Board of Control,2023-09-20 19:44:06.357718+00
9480,The meeting was postponed/cancelled.,Philadelphia,Board of Ethics Public Board Meeting,2023-09-20 18:18:33.440799+00
9479,"Ashbeck allows public comment for five minutes, Fresno City Council only allows three. Is this something each city council gets to decide on its own?",Fresno,Clovis City Council,2023-09-20 17:02:07.295007+00
9478,The meeting was cancelled/postponed due to te passing of board member Joanne Epps.,Philadelphia,Board of Ethics Public Board Meeting,2023-09-20 16:49:48.741245+00
9471,"Some of the speakers didn't identify themselves, or state their titles.",Cleveland,"Finance, Diversity, Equity and Inclusion Committee",2023-09-20 00:51:52.507759+00
9469,Agenda was very useful from this meeting in filling in many gaps in the dialog.  There were ~24 public commenters.  Public commenters dominated the meeting.,Detroit,Detroit City Council Formal Session,2023-09-19 20:33:48.250509+00
9468,"There were some minor audio problems with the microphone for presenters, plus as I mentioned in my notes at one point Director Jackson introduces some individuals in the audience away from the microphone that I wasn't able to pick up.",Cleveland,Community Development Committee Meeting,2023-09-19 20:12:16.937959+00
9460,the 22 recommendations for the Mayor and City Council to be aware of... is new worthy and public should be educated.,Minneapolis,Policy & Government Oversight Committee,2023-09-19 10:46:52.947518+00
9454,Meeting was cancelled,Philadelphia,"Philadelphia Water, Sewer and Storm Water Rate Board Monthly Meeting",2023-09-18 18:59:10.169679+00
9453,This meeting was barely audible for me.  Almost of the conversations were unclear echo-like.  Closed captioned was not available during the meeting nor for the recording so I had little tools to review for accuracy other than listening to the recording again to hopefully understand some of what I did not initially understand during the livestream (not with much success).,Cleveland,Board of Zoning Appeals,2023-09-18 18:01:50.515734+00
9451,"It would help to have more information ahead of time, such as a list of cases to be closed or the meeting attendees.",Philadelphia,PCHR Public Session September 2023,2023-09-18 15:33:13.771094+00
9447,"They don't like people tweeting settlement information so for that section just reporting the number of settlements, what they were for and if they passed or not is probably best. (Ex, there was a very contentious one during this meeting regarding a settlement due to a wrongful conviction. It turns out this is the 6th settlement they've had to pay for reversals of convictions with the same cop and there are at least 10 more on the books with a number of others likely. The discussion went into him retiring with a full pensions and which committees should take this issue up.).",Chicago,[remote or in person] Committee on Finance,2023-09-17 22:37:24.67219+00
9443,"There were 2 meetings.  I followed the first one live, but the second meeting never come on my livestream.  I waited for an hour, and based my report on the Permit meeting from the recorded video.  It was difficult both to hear and to see.  In my opinion, Documenters should preferably cover the Permit Committee in person.  In some ways it is better to have one Documenter for both meetings, but it might also work to have 2 documenters.",Chicago,[remote or in person] Commission on Chicago Landmarks + Permit Review Committee,2023-09-16 20:32:17.4113+00
9441,"I would like to be able to identify the committee members better. They are small on screen and I had trouble guessing which voice was which. They did not introduce themselves or use each others' names in the course of the meeting much. One presenter was quiet, but I just turned up my volume. One presenter had a lot of feedback.
Check the city website for any last minute agenda changes on the day of the meeting.",Cleveland,City Planning Commission,2023-09-16 01:59:06.781229+00
9439,"Sometimes it can be confusing where even though the commissioners have the label ""Commissioner"" under their nameplates on the desk",Detroit,"Board of Police Commissioners, Evening Community Meeting",2023-09-15 20:06:59.273973+00
9438,First time I've seen a meeting lose quorum during the meeting.,Minneapolis,Public Works & Infrastructure Committee,2023-09-15 18:57:50.842821+00
9437,"The audio for community advocate Palfy was a bit garbled at times, but otherwise there weren't any problems. I put a link to my Google Docs notes in the Questions and Feedback section below; please let me know if you have a problem accessing the notes.",Cleveland,Training Subcommittee,2023-09-15 18:18:34.258671+00
9433,"they handed out documents that aren't available to the public yet as not finalized.
But the City Clerk told me the presentation and report will be available later today thru the agenda for the Sept 19th meeting for the Committee of the Whole when posted. the RCA-2023-00918 which will be made public Oct 3rd. the secretary for committee on aging said she would send me links but has not so far. will submitted report without and maybe when i do get links may add them later?",Minneapolis,Minneapolis Advisory Committee on Aging,2023-09-15 15:41:57.520912+00
9428,I thought that Chairperson QuanTez Pressley facilitated the meeting notably well.,Detroit,"Board of Police Commissioners, Evening Community Meeting",2023-09-15 00:35:19.828096+00
9425,Meeting was cancelled,Philadelphia,"Philadelphia Water, Sewer and Storm Water Rate Board Monthly Meeting",2023-09-14 20:14:27.475774+00
9422,Have noticed that the information packet does not get attached to the online agenda until about a month later.,Detroit,"DWIHN, Program Compliance Committee",2023-09-14 19:30:05.67375+00
9421,The meeting was cancelled and will be rescheduled.,Philadelphia,Philadelphia Board of Health Public Meeting,2023-09-14 16:23:48.618124+00
9415,The audio on the YouTube link was difficult to hear. Thanks for letting us still document the meeting.,Chicago,[remote or in person] Community Development Commission,2023-09-14 00:36:58.027998+00
9410,This committee is full of excessive abbreviations that aren't always explained or commonplace. If members and materials cannot adhere to plain speech perhaps we should create a (board specific) abbreviation glossary  to help Documenters  better understand the full spectrum of presented topics.,Detroit,"DWIHN, Program Compliance Committee",2023-09-13 19:43:33.287714+00
9403,"There appeared to be a technical issue with the live stream audio, but the recording is now available with full audio.",Cleveland,Council Meeting,2023-09-13 01:10:27.315852+00
9399,"Whoever reads the vote at livestreamed meetings/calls should be expected to note who is present and joining remotely for the public record by clarifying whether they have said AYE/YEA when called and online. They should also be expected to note when people are joining the meeting if they didn't make the initial calling of roll.

At this meeting, only nine voices could be heard during roll call, but eleven were said to be present and quorum achieved. While three additional people were observed participating later during the meeting, there needs to be a way this information is more accurately conveyed to remote attendees.",Chicago,"[remote or in person] Committee on Economic, Capital and Technology Development",2023-09-12 18:42:05.13789+00
9398,My headcount is approximate and excludes council members and alders,Chicago,"[remote or in person] Committee on Zoning, Landmarks and Building Standards",2023-09-12 17:43:02.829851+00
9394,"As I usually state, this meeting is better to attend in person as names of participants are not displayed on screen during Zoom and they had issues both at the start and during time for public comment with digital connection. The public information IS present at the City website but is several layers deep in an information-dense site. I am not confident that the presenters properly rattled off the ""how you participate"" for public comments plus comments were limited to 2 minutes and those who called in were not able to see the clock so as to know when to start and how much time was remaining while talking.",Detroit,Detroit Revenue Estimating Conference,2023-09-11 22:09:16.318246+00
9393,"There is a gap time of about 4 minutes, which may possibly be due to technical glitches but it should be noted since it is in the official recording.",Minneapolis,Budget Committee,2023-09-11 21:25:28.852071+00
9385,"There was a rather unusual matter relating to Council Member Payne being absent for most of the meeting due to family matters and casting his votes near the end. The council has done similar things before, but not to quite this extent. Some council members raised questions about this, but ultimately granted CM Payne's request.

While I am not certain I would describe this as ""wrong,"" I would certainly say the issue, and the discussion that arose from it, was ""strange,"" and ""worth noting."" This is discussed in greater detail in the Documenter's Notebook section and at the very end of the meeting notes.",Minneapolis,City Council,2023-09-08 17:20:45.960953+00
9381,I was unable to find any additional information on the items listed on the consent agenda.,Atlanta,Clayton County Board of Education Meeting,2023-09-08 08:50:06.388561+00
9380,"The details for a set of data was lacking detail in the annual reporting (debt service fund), thus it was not reported.",Detroit,Detroit/Wayne County Stadium Authority,2023-09-08 05:36:05.401093+00
9376,"Newsletter Blurb:

Detroit’s Board of Police Commissioners argued the value of sharing the Office of the Chief Investigators Community Impact Reports to the public this week. The reports, which are shared by the Chief Investigator at the start BOPC’s monthly meetings, include the most recent updates on the most extreme OCI cases including active updates of the ongoing investigations. Board Secretary Victoria Shah said these reports have been in place since ____(check minutes)____ and there was no argument when Chairperson Quantez Pressley submitted the monthly agenda for approval at the start of his term. 

Vice Chairperson Jim Holley, who led the meeting in Pressley’s absence, led the debate insisting on how unfair is it to tarnish the name of officers by sharing details of undetermined investigations with the public. Assistant Deputy Charles Fitzgerald, who was sitting in for DPD Chief James White, concurred with Holley’s sentiments expressing it is extremely unprofessional to share such specific details of ongoing investigations. The board agreed to put a pin in the conversation until Pressley returns. 


Newsletter Teaser: 
 Board argues the point of community impact reports, fails to come to resolution in four closed sessions",Detroit,Board of Police Commissioners,2023-09-07 23:22:16.233958+00
9372,"Twitter has become so inaccessible. For some reason it wouldn’t let me create a new thread that connected to my original tweets, so its possible not all the tweets are connected.",Chicago,[remote or in person] Committee on Education and Child Development,2023-09-07 21:45:10.261422+00
9371,"Oops, I posted these in the Questions and Feedback section! Sorry about that. Here they are again:

Teaser: Southwest residents prefer bike infrastructure funds go to traffic calming measures instead of additional bike lanes

Blurb: Detroit’s General Services Department presented changes to the Joe Louis Greenway expansion into Southwest in Clark Park on Wednesday. Based on prior feedback from residents, the route has moved from Vernor to West Lafayette and off Fort St to avoid traffic. While some of the bike lanes will be off-street entirely, some will be incorporated into existing streets. 

As another method of capturing public feedback, the department had printed copies of the route map, asking residents to draw or write out their comments. 

Residents were interested in other forms of infrastructure, like traffic calming measures – one person noted that bike lanes are only one part of the picture, and fast-moving traffic can make even protected lanes feel unsafe. The community benefits fund of 1 million Canadian from the Gordie Howe International Bridge project can only be used for bike infrastructure, but GSD representatives will discuss traffic calming as part of safer streets for bikes and pedestrians with the project’s planners. This fund must be spent by March 2025, so decisions will be made this fall – CSD will present at the September District 6 Department of Neighborhoods DONCast, so residents can comment then as well.",Detroit,Joe Louis Greenway Hubbard Farms Community Meeting,2023-09-07 21:36:54.600889+00
9370,"Definitely want to try and get information on what is going on here; seems to be under the Planning & Economic Standing Committee reporting to City Council--as noted in the Outlier article, James Tate seems like logical person to keep working on",Detroit,Detroit/Wayne County Stadium Authority,2023-09-07 20:51:30.286899+00
9368,This meeting was also streamed on 9/6/23 on the Clayton County Public Schools YouTube channel: https://www.youtube.com/live/K9fQJTo1SeY?si=zojzkLd4eeuKcC4G,Atlanta,Clayton County Board of Education Meeting,2023-09-07 20:09:19.244072+00
9367,This meeting was short and the agenda was straightforward I more so would wonder how to handle adding hyperlinks and extra information for meetings such as these where little information is given. I also understand for this specific council this was their first meeting in a long time with a new Chairwoman as well.,Chicago,[remote or in person] Committee on Education and Child Development,2023-09-07 20:06:04.672225+00
9361,I was nervous at first but Grace assisted me she was very helpful. Thanks Grace,Chicago,[remote or in person] Committee on Environmental Protection and Energy,2023-09-07 02:40:36.767879+00
9360,This meeting was a vast improvement since the last time I covered a DWSD meeting.,Detroit,"Board of Water Commissioners, Committee Meetings",2023-09-07 00:00:21.898639+00
9359,"Newsletter Blurb:
Detroit’s Board of Water Commissioners is no longer targeting efforts at its LifeLine Program, as new data shows its fiscal problem lies within higher-income communities. Director Gary Brown said there are 62,000 customers in high-income neighborhoods more than 60 days late on their water bills, all of whom are private citizens, some owing an excess of $5,000 to $10,000. Failures to resolve past due bills can force Detroit’s Water and Sewerage Department into a deficit, forcing additional rate increases for all customers. 

Solutions remain the same regardless of financial status, and all customers with past-due bills are highly encouraged to enroll in a payment plan as soon as possible. DWSD Chief Operating Officer Samuel Smalley said plans are individualized to each customer based on needs and income, and said nobody should be in a position where they need to choose which bills to pay. 

Newsletter Teaser: 
Funds allocated to solve drowning catch basins, data shows new demographic responsible for past due bills",Detroit,"Board of Water Commissioners, Committee Meetings",2023-09-06 23:28:49.997304+00
